keyword	axis	unit	family	category	archetype
kiểm định bartlett trong spss	statistical-term	kiem-dinh-bartlett	efa	thong-ke	term-la-gi
kiểm định bartlett bao nhiêu là tốt	statistical-term	kiem-dinh-bartlett	efa	thong-ke	term-la-gi
eigenvalue là gì	statistical-term	eigenvalue	efa	thong-ke	term-la-gi
eigenvalue trong spss	statistical-term	eigenvalue	efa	thong-ke	term-la-gi
eigenvalue bao nhiêu là tốt	statistical-term	eigenvalue	efa	thong-ke	term-la-gi
phương sai trích là gì	statistical-term	phuong-sai-trich	efa	thong-ke	term-la-gi
phương sai trích trong spss	statistical-term	phuong-sai-trich	efa	thong-ke	term-la-gi
phương sai trích bao nhiêu là tốt	statistical-term	phuong-sai-trich	efa	thong-ke	term-la-gi
total variance explained là gì	statistical-term	total-variance-explained	efa	thong-ke	term-la-gi
total variance explained trong spss	statistical-term	total-variance-explained	efa	thong-ke	term-la-gi
total variance explained bao nhiêu là tốt	statistical-term	total-variance-explained	efa	thong-ke	term-la-gi
hệ số tải nhân tố là gì	statistical-term	he-so-tai-nhan-to	efa	thong-ke	term-la-gi
hệ số tải nhân tố trong spss	statistical-term	he-so-tai-nhan-to	efa	thong-ke	term-la-gi
hệ số tải nhân tố bao nhiêu là tốt	statistical-term	he-so-tai-nhan-to	efa	thong-ke	term-la-gi
factor loading là gì	statistical-term	factor-loading	efa	thong-ke	term-la-gi
factor loading trong spss	statistical-term	factor-loading	efa	thong-ke	term-la-gi
factor loading bao nhiêu là tốt	statistical-term	factor-loading	efa	thong-ke	term-la-gi
communality là gì	statistical-term	communality	efa	thong-ke	term-la-gi
communality trong spss	statistical-term	communality	efa	thong-ke	term-la-gi
communality bao nhiêu là tốt	statistical-term	communality	efa	thong-ke	term-la-gi
principal component analysis là gì	statistical-term	principal-component-analysis	efa	thong-ke	term-la-gi
principal component analysis trong spss	statistical-term	principal-component-analysis	efa	thong-ke	term-la-gi
principal component analysis bao nhiêu là tốt	statistical-term	principal-component-analysis	efa	thong-ke	term-la-gi
phép xoay varimax là gì	statistical-term	phep-xoay-varimax	efa	thong-ke	term-la-gi
phép xoay varimax trong spss	statistical-term	phep-xoay-varimax	efa	thong-ke	term-la-gi
phép xoay varimax bao nhiêu là tốt	statistical-term	phep-xoay-varimax	efa	thong-ke	term-la-gi
phép xoay promax là gì	statistical-term	phep-xoay-promax	efa	thong-ke	term-la-gi
phép xoay promax trong spss	statistical-term	phep-xoay-promax	efa	thong-ke	term-la-gi
phép xoay promax bao nhiêu là tốt	statistical-term	phep-xoay-promax	efa	thong-ke	term-la-gi
pattern matrix là gì	statistical-term	pattern-matrix	efa	thong-ke	term-la-gi
pattern matrix trong spss	statistical-term	pattern-matrix	efa	thong-ke	term-la-gi
pattern matrix bao nhiêu là tốt	statistical-term	pattern-matrix	efa	thong-ke	term-la-gi
structure matrix là gì	statistical-term	structure-matrix	efa	thong-ke	term-la-gi
structure matrix trong spss	statistical-term	structure-matrix	efa	thong-ke	term-la-gi
structure matrix bao nhiêu là tốt	statistical-term	structure-matrix	efa	thong-ke	term-la-gi
ma trận xoay nhân tố là gì	statistical-term	ma-tran-xoay-nhan-to	efa	thong-ke	term-la-gi
ma trận xoay nhân tố trong spss	statistical-term	ma-tran-xoay-nhan-to	efa	thong-ke	term-la-gi
ma trận xoay nhân tố bao nhiêu là tốt	statistical-term	ma-tran-xoay-nhan-to	efa	thong-ke	term-la-gi
giá trị trung bình là gì	statistical-term	gia-tri-trung-binh	descriptive	thong-ke	term-la-gi
giá trị trung bình trong spss	statistical-term	gia-tri-trung-binh	descriptive	thong-ke	term-la-gi
giá trị trung bình bao nhiêu là tốt	statistical-term	gia-tri-trung-binh	descriptive	thong-ke	term-la-gi
trung vị là gì	statistical-term	trung-vi	descriptive	thong-ke	term-la-gi
trung vị trong spss	statistical-term	trung-vi	descriptive	thong-ke	term-la-gi
trung vị bao nhiêu là tốt	statistical-term	trung-vi	descriptive	thong-ke	term-la-gi
mode trong thống kê là gì	statistical-term	mode-trong-thong-ke	descriptive	thong-ke	term-la-gi
mode trong thống kê trong spss	statistical-term	mode-trong-thong-ke	descriptive	thong-ke	term-la-gi
mode trong thống kê bao nhiêu là tốt	statistical-term	mode-trong-thong-ke	descriptive	thong-ke	term-la-gi
độ lệch chuẩn là gì	statistical-term	do-lech-chuan	descriptive	thong-ke	term-la-gi
độ lệch chuẩn trong spss	statistical-term	do-lech-chuan	descriptive	thong-ke	term-la-gi
độ lệch chuẩn bao nhiêu là tốt	statistical-term	do-lech-chuan	descriptive	thong-ke	term-la-gi
phương sai là gì	statistical-term	phuong-sai	descriptive	thong-ke	term-la-gi
phương sai trong spss	statistical-term	phuong-sai	descriptive	thong-ke	term-la-gi
phương sai bao nhiêu là tốt	statistical-term	phuong-sai	descriptive	thong-ke	term-la-gi
khoảng biến thiên là gì	statistical-term	khoang-bien-thien	descriptive	thong-ke	term-la-gi
khoảng biến thiên trong spss	statistical-term	khoang-bien-thien	descriptive	thong-ke	term-la-gi
khoảng biến thiên bao nhiêu là tốt	statistical-term	khoang-bien-thien	descriptive	thong-ke	term-la-gi
tứ phân vị là gì	statistical-term	tu-phan-vi	descriptive	thong-ke	term-la-gi
tứ phân vị trong spss	statistical-term	tu-phan-vi	descriptive	thong-ke	term-la-gi
tứ phân vị bao nhiêu là tốt	statistical-term	tu-phan-vi	descriptive	thong-ke	term-la-gi
skewness là gì	statistical-term	skewness	descriptive	thong-ke	term-la-gi
skewness trong spss	statistical-term	skewness	descriptive	thong-ke	term-la-gi
skewness bao nhiêu là tốt	statistical-term	skewness	descriptive	thong-ke	term-la-gi
kurtosis là gì	statistical-term	kurtosis	descriptive	thong-ke	term-la-gi
kurtosis trong spss	statistical-term	kurtosis	descriptive	thong-ke	term-la-gi
kurtosis bao nhiêu là tốt	statistical-term	kurtosis	descriptive	thong-ke	term-la-gi
phân phối chuẩn là gì	statistical-term	phan-phoi-chuan	descriptive	thong-ke	term-la-gi
phân phối chuẩn trong spss	statistical-term	phan-phoi-chuan	descriptive	thong-ke	term-la-gi
phân phối chuẩn bao nhiêu là tốt	statistical-term	phan-phoi-chuan	descriptive	thong-ke	term-la-gi
histogram là gì	statistical-term	histogram	descriptive	thong-ke	term-la-gi
histogram trong spss	statistical-term	histogram	descriptive	thong-ke	term-la-gi
histogram bao nhiêu là tốt	statistical-term	histogram	descriptive	thong-ke	term-la-gi
boxplot là gì	statistical-term	boxplot	descriptive	thong-ke	term-la-gi
boxplot trong spss	statistical-term	boxplot	descriptive	thong-ke	term-la-gi
boxplot bao nhiêu là tốt	statistical-term	boxplot	descriptive	thong-ke	term-la-gi
outlier là gì	statistical-term	outlier	descriptive	thong-ke	term-la-gi
outlier trong spss	statistical-term	outlier	descriptive	thong-ke	term-la-gi
outlier bao nhiêu là tốt	statistical-term	outlier	descriptive	thong-ke	term-la-gi
missing value là gì	statistical-term	missing-value	descriptive	thong-ke	term-la-gi
missing value trong spss	statistical-term	missing-value	descriptive	thong-ke	term-la-gi
missing value bao nhiêu là tốt	statistical-term	missing-value	descriptive	thong-ke	term-la-gi
thống kê mô tả là gì	statistical-term	thong-ke-mo-ta	descriptive	thong-ke	term-la-gi
thống kê mô tả bao nhiêu là tốt	statistical-term	thong-ke-mo-ta	descriptive	thong-ke	term-la-gi
tần số là gì	statistical-term	tan-so	descriptive	thong-ke	term-la-gi
tần số trong spss	statistical-term	tan-so	descriptive	thong-ke	term-la-gi
tần số bao nhiêu là tốt	statistical-term	tan-so	descriptive	thong-ke	term-la-gi
phần trăm tích lũy là gì	statistical-term	phan-tram-tich-luy	descriptive	thong-ke	term-la-gi
phần trăm tích lũy trong spss	statistical-term	phan-tram-tich-luy	descriptive	thong-ke	term-la-gi
phần trăm tích lũy bao nhiêu là tốt	statistical-term	phan-tram-tich-luy	descriptive	thong-ke	term-la-gi
z score là gì	statistical-term	z-score	descriptive	thong-ke	term-la-gi
z score trong spss	statistical-term	z-score	descriptive	thong-ke	term-la-gi
z score bao nhiêu là tốt	statistical-term	z-score	descriptive	thong-ke	term-la-gi
p value là gì	statistical-term	p-value	inference	thong-ke	term-la-gi
p value trong spss	statistical-term	p-value	inference	thong-ke	term-la-gi
p value bao nhiêu là tốt	statistical-term	p-value	inference	thong-ke	term-la-gi
mức ý nghĩa là gì	statistical-term	muc-y-nghia	inference	thong-ke	term-la-gi
mức ý nghĩa trong spss	statistical-term	muc-y-nghia	inference	thong-ke	term-la-gi
mức ý nghĩa bao nhiêu là tốt	statistical-term	muc-y-nghia	inference	thong-ke	term-la-gi
giả thuyết h0 là gì	statistical-term	gia-thuyet-h0	inference	thong-ke	term-la-gi
giả thuyết h0 trong spss	statistical-term	gia-thuyet-h0	inference	thong-ke	term-la-gi
giả thuyết h0 bao nhiêu là tốt	statistical-term	gia-thuyet-h0	inference	thong-ke	term-la-gi
giả thuyết đối là gì	statistical-term	gia-thuyet-doi	inference	thong-ke	term-la-gi
giả thuyết đối trong spss	statistical-term	gia-thuyet-doi	inference	thong-ke	term-la-gi
giả thuyết đối bao nhiêu là tốt	statistical-term	gia-thuyet-doi	inference	thong-ke	term-la-gi
sai lầm loại 1 là gì	statistical-term	sai-lam-loai-1	inference	thong-ke	term-la-gi
sai lầm loại 1 trong spss	statistical-term	sai-lam-loai-1	inference	thong-ke	term-la-gi
sai lầm loại 1 bao nhiêu là tốt	statistical-term	sai-lam-loai-1	inference	thong-ke	term-la-gi
sai lầm loại 2 là gì	statistical-term	sai-lam-loai-2	inference	thong-ke	term-la-gi
sai lầm loại 2 trong spss	statistical-term	sai-lam-loai-2	inference	thong-ke	term-la-gi
sai lầm loại 2 bao nhiêu là tốt	statistical-term	sai-lam-loai-2	inference	thong-ke	term-la-gi
khoảng tin cậy là gì	statistical-term	khoang-tin-cay	inference	thong-ke	term-la-gi
khoảng tin cậy trong spss	statistical-term	khoang-tin-cay	inference	thong-ke	term-la-gi
khoảng tin cậy bao nhiêu là tốt	statistical-term	khoang-tin-cay	inference	thong-ke	term-la-gi
độ tin cậy 95 là gì	statistical-term	do-tin-cay-95	inference	thong-ke	term-la-gi
độ tin cậy 95 trong spss	statistical-term	do-tin-cay-95	inference	thong-ke	term-la-gi
độ tin cậy 95 bao nhiêu là tốt	statistical-term	do-tin-cay-95	inference	thong-ke	term-la-gi
bậc tự do là gì	statistical-term	bac-tu-do	inference	thong-ke	term-la-gi
bậc tự do trong spss	statistical-term	bac-tu-do	inference	thong-ke	term-la-gi
bậc tự do bao nhiêu là tốt	statistical-term	bac-tu-do	inference	thong-ke	term-la-gi
df là gì	statistical-term	df	inference	thong-ke	term-la-gi
df trong spss	statistical-term	df	inference	thong-ke	term-la-gi
df bao nhiêu là tốt	statistical-term	df	inference	thong-ke	term-la-gi
giá trị tới hạn là gì	statistical-term	gia-tri-toi-han	inference	thong-ke	term-la-gi
giá trị tới hạn trong spss	statistical-term	gia-tri-toi-han	inference	thong-ke	term-la-gi
giá trị tới hạn bao nhiêu là tốt	statistical-term	gia-tri-toi-han	inference	thong-ke	term-la-gi
kiểm định một đuôi là gì	statistical-term	kiem-dinh-mot-duoi	inference	thong-ke	term-la-gi
kiểm định một đuôi trong spss	statistical-term	kiem-dinh-mot-duoi	inference	thong-ke	term-la-gi
kiểm định một đuôi bao nhiêu là tốt	statistical-term	kiem-dinh-mot-duoi	inference	thong-ke	term-la-gi
kiểm định hai đuôi là gì	statistical-term	kiem-dinh-hai-duoi	inference	thong-ke	term-la-gi
kiểm định hai đuôi trong spss	statistical-term	kiem-dinh-hai-duoi	inference	thong-ke	term-la-gi
kiểm định hai đuôi bao nhiêu là tốt	statistical-term	kiem-dinh-hai-duoi	inference	thong-ke	term-la-gi
power của kiểm định là gì	statistical-term	power-cua-kiem-dinh	inference	thong-ke	term-la-gi
power của kiểm định trong spss	statistical-term	power-cua-kiem-dinh	inference	thong-ke	term-la-gi
power của kiểm định bao nhiêu là tốt	statistical-term	power-cua-kiem-dinh	inference	thong-ke	term-la-gi
effect size là gì	statistical-term	effect-size	inference	thong-ke	term-la-gi
effect size trong spss	statistical-term	effect-size	inference	thong-ke	term-la-gi
effect size bao nhiêu là tốt	statistical-term	effect-size	inference	thong-ke	term-la-gi
kiểm định giả thuyết là gì	statistical-term	kiem-dinh-gia-thuyet	inference	thong-ke	term-la-gi
kiểm định giả thuyết trong spss	statistical-term	kiem-dinh-gia-thuyet	inference	thong-ke	term-la-gi
kiểm định giả thuyết bao nhiêu là tốt	statistical-term	kiem-dinh-gia-thuyet	inference	thong-ke	term-la-gi
hệ số hồi quy là gì	statistical-term	he-so-hoi-quy	regression	thong-ke	term-la-gi
hệ số hồi quy trong spss	statistical-term	he-so-hoi-quy	regression	thong-ke	term-la-gi
hệ số hồi quy bao nhiêu là tốt	statistical-term	he-so-hoi-quy	regression	thong-ke	term-la-gi
beta chuẩn hóa là gì	statistical-term	beta-chuan-hoa	regression	thong-ke	term-la-gi
beta chuẩn hóa trong spss	statistical-term	beta-chuan-hoa	regression	thong-ke	term-la-gi
beta chuẩn hóa bao nhiêu là tốt	statistical-term	beta-chuan-hoa	regression	thong-ke	term-la-gi
r bình phương là gì	statistical-term	r-binh-phuong	regression	thong-ke	term-la-gi
r bình phương trong spss	statistical-term	r-binh-phuong	regression	thong-ke	term-la-gi
r bình phương bao nhiêu là tốt	statistical-term	r-binh-phuong	regression	thong-ke	term-la-gi
r bình phương hiệu chỉnh là gì	statistical-term	r-binh-phuong-hieu-chinh	regression	thong-ke	term-la-gi
r bình phương hiệu chỉnh trong spss	statistical-term	r-binh-phuong-hieu-chinh	regression	thong-ke	term-la-gi
r bình phương hiệu chỉnh bao nhiêu là tốt	statistical-term	r-binh-phuong-hieu-chinh	regression	thong-ke	term-la-gi
hệ số chặn là gì	statistical-term	he-so-chan	regression	thong-ke	term-la-gi
hệ số chặn trong spss	statistical-term	he-so-chan	regression	thong-ke	term-la-gi
hệ số chặn bao nhiêu là tốt	statistical-term	he-so-chan	regression	thong-ke	term-la-gi
đa cộng tuyến là gì	statistical-term	da-cong-tuyen	regression	thong-ke	term-la-gi
đa cộng tuyến trong spss	statistical-term	da-cong-tuyen	regression	thong-ke	term-la-gi
đa cộng tuyến bao nhiêu là tốt	statistical-term	da-cong-tuyen	regression	thong-ke	term-la-gi
vif là gì	statistical-term	vif	regression	thong-ke	term-la-gi
vif trong spss	statistical-term	vif	regression	thong-ke	term-la-gi
vif bao nhiêu là tốt	statistical-term	vif	regression	thong-ke	term-la-gi
tolerance là gì	statistical-term	tolerance	regression	thong-ke	term-la-gi
tolerance trong spss	statistical-term	tolerance	regression	thong-ke	term-la-gi
tolerance bao nhiêu là tốt	statistical-term	tolerance	regression	thong-ke	term-la-gi
durbin watson là gì	statistical-term	durbin-watson	regression	thong-ke	term-la-gi
durbin watson trong spss	statistical-term	durbin-watson	regression	thong-ke	term-la-gi
durbin watson bao nhiêu là tốt	statistical-term	durbin-watson	regression	thong-ke	term-la-gi
phần dư là gì	statistical-term	phan-du	regression	thong-ke	term-la-gi
phần dư trong spss	statistical-term	phan-du	regression	thong-ke	term-la-gi
phần dư bao nhiêu là tốt	statistical-term	phan-du	regression	thong-ke	term-la-gi
phương sai sai số thay đổi là gì	statistical-term	phuong-sai-sai-so-thay-doi	regression	thong-ke	term-la-gi
phương sai sai số thay đổi trong spss	statistical-term	phuong-sai-sai-so-thay-doi	regression	thong-ke	term-la-gi
